Date,Stocks Sold
2016-08-03,111
2020-01-28,42
2015-01-01,83
2015-07-28,137
2016-04-12,24
2015-04-19,10
2016-06-02,51
2017-01-18,20
2019-07-09,39
2019-06-06,77
2017-09-28,39
2015-05-20,1
2015-11-07,16
2019-06-27,86
2020-12-04,37
2017-07-21,4
2016-04-23,68
2016-09-10,105
2016-10-29,9
2020-08-20,77
2020-01-11,16
2017-11-16,25
2020-10-14,1
2019-09-10,15
2021-04-23,109
2020-10-21,1
2020-11-24,9
2016-02-07,17
2018-07-27,22
2016-09-29,79
2018-05-11,39
2017-11-04,44
2019-09-28,54
2019-11-23,15
2016-02-03,12
2017-07-16,3
2015-01-29,42
2021-05-02,33
2021-03-10,8
2016-11-05,157
2016-04-29,96
2020-01-19,78
2017-05-29,84
2020-03-08,12
2021-05-10,15
2015-09-22,73
2018-02-16,5
2015-05-22,38
2016-07-19,35
2017-08-24,15
2021-06-08,112
2020-02-29,2
2020-01-16,5
2015-07-03,22
2020-06-22,8
2016-03-29,28
2020-06-15,7
2017-08-03,18
2018-12-26,1
2019-05-06,86
2015-08-01,69
2019-03-14,7
2018-06-01,34
2016-07-02,155
2017-03-07,148
2015-01-23,44
2016-03-04,47
2016-12-05,10
2016-03-03,16
2015-02-13,6
2020-05-14,15
2017-08-17,117
2017-06-25,49
2020-05-08,110
2017-12-17,30
2015-09-04,6
2017-04-20,12
2019-12-12,79
2018-04-01,63
2019-01-02,35
2015-05-28,111
2015-04-05,42
2018-03-30,48
2016-08-13,107
2020-10-31,4
2020-04-06,114
2017-07-07,93
2021-07-05,41
2016-01-25,7
2015-01-16,72
2017-07-20,63
2016-07-22,89
2020-07-03,145
2015-12-16,15
2020-12-20,27
2019-11-19,56
2015-09-17,76
2019-06-02,29
2019-02-23,26
2018-06-08,2
2019-03-29,5
2021-05-29,39
2015-11-21,30
2016-05-05,18
2015-08-21,36
2018-07-14,96
2018-08-06,33
2019-01-18,22
2016-09-22,35
2016-09-12,38
2017-05-17,59
2019-04-05,66
2019-03-02,2
2020-05-18,15
2016-02-25,3
2019-02-15,61
2015-10-11,98
2017-05-24,24
2020-12-25,17
2016-12-25,14
2018-08-15,124
2020-06-06,8
2016-06-21,74
2016-01-06,5
2015-11-07,6
2016-12-10,111
2015-08-02,54
2021-06-24,110
2020-04-15,12
2018-08-25,67
2019-09-02,47
2019-10-02,14
2020-03-14,69
2020-02-27,34
2021-06-19,19
2021-02-13,1
2018-07-19,80
2020-12-11,52
2017-09-10,22
2018-12-12,50
2018-09-17,66
2015-07-01,98
2016-03-05,28
2017-08-19,48
2021-01-08,44
2016-10-11,54
2016-01-21,7
2018-04-19,18
2020-07-23,1
2020-06-21,170
2015-11-04,14
2020-05-19,7
2019-07-30,4
2020-08-16,135
2019-12-31,1
2018-12-29,51
2019-03-29,118
2021-02-24,110
2016-06-16,141
2018-02-07,13
2019-07-15,37
2021-05-04,3
2020-02-17,58
2018-07-29,64
2016-02-13,86
2020-03-08,3
2020-02-06,118
2021-05-10,173
2019-08-25,23
2018-09-18,14
2020-08-03,68
2017-05-13,10
2017-03-20,4
2021-06-02,46
2018-03-16,58
2017-02-12,36
2018-09-10,13
2019-09-15,30
2021-05-19,10
2021-05-29,12
2017-02-19,72
2015-08-23,10
2017-09-06,31
2017-03-15,60
2017-03-05,6
2015-08-29,47
2016-12-11,6
2016-07-31,131
2020-03-07,29
2020-04-20,43
2016-04-24,39
2017-12-18,28
2020-05-29,64
2015-04-19,103
2021-06-07,57
2016-10-16,10
2020-08-03,23
2020-10-23,2
2020-08-09,4
2019-04-04,99
2019-07-18,27
2019-02-23,106
2016-09-05,25
2015-05-18,75
2018-11-17,78
2016-12-17,73
2017-06-30,11
2021-06-16,16
2017-06-23,23
2016-04-20,6
2021-01-02,45
2019-09-14,9
2015-12-28,10
2018-04-08,101
2021-02-22,16
2017-07-03,21
2019-09-14,36
2019-08-11,90
2021-06-17,93
2020-03-25,38
2019-08-06,45
2019-11-03,175
2019-10-04,30
2016-06-08,81
2019-08-11,9
2019-02-20,71
2016-11-21,3
2020-11-12,45
2018-06-05,106
2017-09-08,12
2015-05-22,98
2021-06-11,4
2017-10-10,91
2020-06-10,37
2020-05-01,3
2018-01-06,98
2020-11-27,52
2019-07-13,6
2019-06-02,36
2017-01-31,12
2019-01-21,46
2020-12-05,143
2021-03-19,20
2016-11-25,102
2019-04-16,79
2017-05-10,29
2017-03-27,15
2016-11-18,179
2016-02-20,60
2021-05-05,13
2017-11-18,30
2019-08-17,17
2019-12-05,3
2019-07-14,83
2018-09-15,56
2017-11-04,4
2019-06-11,4
2020-06-25,30
2019-04-03,50
2018-05-22,25
2017-12-20,91
2021-05-17,4
2020-12-08,5
2018-11-07,71
2018-02-26,52
2020-05-21,28
2020-08-11,159
2020-06-11,80
2019-09-18,47
2019-12-31,15
2019-04-14,11
2016-07-21,34
2016-10-06,3
2016-05-07,43
2019-01-19,39
2018-04-27,11
2020-10-15,16
2019-04-01,5
2017-07-22,127
2017-06-21,1
2019-09-11,19
2019-07-05,3
2020-02-22,52
2018-07-15,105
2017-10-28,32
2018-02-22,18
2018-10-04,68
2021-03-13,1
2020-11-09,141
2018-06-15,1
2019-03-07,46
2020-10-08,3
2019-10-29,14
2016-05-19,58
2021-06-01,54
2019-12-14,33
2018-04-07,91
2019-09-13,1
2015-11-12,16
2021-03-16,68
2021-05-15,76
2017-08-18,5
2015-11-25,28
2015-10-03,63
2017-01-31,145
2015-04-03,108
2018-05-18,39
2015-07-28,12
2019-07-12,34
2018-06-29,31
2016-09-06,82
2019-12-01,1
2015-12-13,95
2018-06-24,111
2016-10-08,4
2018-10-25,74
2017-07-29,107
2015-06-20,126
2019-02-24,22
2020-10-11,98
2017-02-06,32
2016-08-30,1
2019-03-15,119
2015-02-03,127
2015-01-29,36
2015-01-16,14
2015-05-22,81
2016-02-19,2
2017-02-23,104
2015-05-15,61
2017-10-11,5
2016-06-12,126
2015-06-23,132
2020-07-07,86
2019-05-19,82
2015-06-30,67
2018-11-29,23
2019-01-04,46
2018-06-08,13
2016-04-28,1
2016-03-22,23
2017-09-27,107
2020-11-23,11
2015-12-05,14
2018-12-25,66
2019-05-19,13
2019-11-06,20
2020-08-19,64
2015-06-11,61
2020-10-05,30
2018-07-06,32
2016-08-08,10
2019-06-06,20
2021-01-29,3
2019-07-05,49
2021-06-18,2
2018-03-05,2
2015-05-21,30
2018-04-20,21
2015-04-11,75
2020-07-21,57
2020-07-05,10
2019-02-08,55
2018-01-04,42
2017-05-03,59
2019-06-15,3
2015-03-02,60
2016-11-05,93
2021-03-14,8
2015-03-21,90
2020-07-26,124
2016-11-22,48
2015-09-29,10
2019-08-17,117
2019-06-26,50
2017-10-25,108
2021-02-10,3
2021-03-04,61
2020-04-16,47
2020-01-09,5
2020-12-14,9
2015-09-23,6
2015-09-17,9
2016-07-13,99
2021-01-09,60
2016-11-24,47
2019-07-22,27
2019-03-28,73
2016-05-22,72
2021-04-25,38
2017-05-27,24
2016-08-22,20
2019-11-03,20
2020-05-16,5
2019-12-18,8
2020-02-21,60
2017-10-01,45
2021-05-17,5
2017-05-09,28
2015-10-13,32
2020-01-22,8
2020-04-30,16
2019-07-05,160
2017-09-02,29
2021-05-18,41
2017-07-05,63
2020-01-20,27
2020-05-31,13
2015-09-18,49
2020-10-18,21
2015-11-21,37
2018-07-08,15
2016-05-09,3
2018-08-08,13
2018-05-25,70
2021-01-07,152
2017-08-12,134
2020-02-22,55
2015-10-04,8
2015-02-09,67
2018-02-20,54
2020-02-19,21
2018-12-05,37
2015-09-15,52
2021-05-23,11
2017-12-17,18
2018-10-04,132
2018-03-23,49
2019-01-23,48
2016-08-07,67
2016-09-17,26
2015-03-12,58
2019-12-31,69
2016-12-23,8
2017-07-30,126
2019-12-17,97
2017-04-03,55
2017-09-14,7
2017-04-20,2
2020-07-03,27
2016-06-01,49
2019-01-29,132
2017-09-07,9
2016-01-24,1
2016-11-27,108
2017-12-25,6
2015-05-08,118
2019-05-02,108
2018-07-17,2
2020-08-31,152
2021-05-11,129
2021-03-16,87
2019-09-28,41
2019-10-28,74
2016-09-30,62
2018-03-06,50
2021-02-08,48
2016-03-21,102
2021-06-09,28
2018-08-10,2
2019-06-11,5
2015-03-21,3
2015-08-20,78
2019-10-13,126
2016-02-25,29
2016-08-31,6
2017-12-09,13
2015-03-03,61
2018-02-11,32
2018-08-09,108
2018-04-28,7
2021-06-26,100
2018-08-02,22
2021-01-29,12
2020-03-30,149
2017-12-30,3
2015-05-05,3
2015-10-24,38
2016-03-02,41
2015-09-03,123
2020-01-31,16
2020-03-28,166
2017-01-18,47
2015-01-23,28
2018-11-26,1
2017-01-13,74
2019-11-15,3
2018-09-11,42
2021-04-21,14
2018-06-24,58
2015-01-11,150
2021-02-12,23
2021-06-23,4
2015-03-08,20
2020-04-17,6
2020-02-24,103
2017-06-19,2
2018-02-22,15
2015-06-05,6
2019-06-18,73
2015-09-14,39
2015-06-25,3
2019-06-11,16
2021-01-13,15
2015-04-16,147
2016-07-28,1
2021-05-27,40
2021-03-12,3
2015-10-29,13
2017-09-01,27
2017-05-10,25
2018-05-31,20
2018-06-02,113
2015-04-30,46
2019-10-07,10
2018-10-01,83
2015-02-17,70
2016-05-07,118
2018-10-15,180
2020-09-29,3
2015-08-15,77
2020-05-28,15
2019-03-13,122
2017-04-19,18
2015-10-28,77
2015-07-12,18
2016-09-30,5
2018-08-26,55
2015-09-11,13
2015-08-15,27
2021-01-18,94
2019-04-12,156
2018-04-25,150
2020-12-06,6
2018-03-18,55
2017-11-14,20
2018-11-25,14
2018-11-01,33
2017-07-10,27
2017-05-27,20
2016-11-03,22
2018-12-31,94
2018-03-17,122
2018-12-15,79
2018-07-20,28
2018-11-24,9
2018-04-11,72
2019-07-21,27
2019-06-11,3
2018-05-03,17
2015-09-25,4
2018-12-14,199
2015-05-09,67
2018-08-30,106
2018-09-07,8
2016-04-21,125
2019-09-02,29
2017-01-23,2
2016-07-15,73
2016-04-05,27
2017-02-12,7
2017-11-16,52
2016-04-04,1
2017-05-24,34
2019-11-08,114
2015-09-19,94
2018-05-15,68
2018-07-19,2
2019-09-15,13
2015-05-30,24
2016-03-29,7
2018-06-14,20
2019-12-27,147
2019-06-23,117
2021-01-31,47
2017-06-26,11
2019-06-04,3
2019-11-12,104
2020-09-30,34
2020-07-13,8
2017-08-21,5
2019-02-20,90
2015-04-12,51
2018-01-10,2
2019-03-23,24
2020-08-15,13
2019-04-22,50
2016-06-08,8
2019-05-19,41
2021-02-25,17
2020-08-22,79
2016-03-15,26
2020-03-26,108
2019-02-16,15
2015-12-08,64
2016-07-06,19
2020-05-12,4
2016-01-26,28
2015-12-06,81
2017-06-19,79
2020-05-25,48
2015-06-16,87
2018-04-11,7
2021-02-11,26
2015-09-04,1
2017-08-17,19
2018-09-11,121
2019-07-09,12
2019-10-30,42
2020-08-07,12
2018-02-19,3
2020-08-08,20
2018-04-21,15
2020-02-24,7
2016-01-25,128
2017-01-18,4
2019-10-19,3
2018-01-08,34
2015-06-02,9
2015-10-24,143
2017-10-02,9
2018-05-18,43
2016-06-29,157
2017-02-06,19
2020-12-11,14
2015-04-09,34
2019-02-13,20
2019-04-15,106
2017-05-20,13
2019-09-08,102
2019-06-27,173
2017-11-11,64
2015-05-23,95
2015-01-25,9
2015-12-19,13
2019-09-08,64
2019-04-15,48
2020-03-08,52
2018-07-18,137
2016-01-01,23
2017-03-09,14
2017-01-27,60
2015-01-23,58
2018-05-28,19
2018-12-15,138
2019-07-30,26
2018-05-04,22
2017-05-04,136
2018-01-14,26
2020-08-10,25
2016-03-14,135
2016-05-31,125
2020-04-23,4
2019-12-17,67
2020-03-11,107
2021-05-28,61
2015-08-24,36
2018-04-07,35
2016-05-24,15
2016-02-12,3
2016-01-14,17
2017-03-01,28
2018-02-06,47
2017-10-21,1
2018-02-19,123
2020-10-25,34
2020-12-30,42
2016-12-02,4
2019-03-16,3
2015-01-30,5
2020-12-23,53
2015-11-17,24
2015-08-25,37
2017-01-14,51
2017-02-20,57
2017-12-23,57
2018-05-26,19
2018-06-07,160
2017-10-02,105
2016-09-27,30
2020-09-19,18
2019-02-09,35
2021-06-14,13
2020-08-17,77
2017-06-23,11
2020-04-17,166
2016-07-23,10
2018-11-01,61
2019-09-19,43
2018-09-22,52
2017-02-27,6
2021-04-17,83
2017-12-03,90
2019-07-28,68
2020-01-14,12
2019-04-09,10
2021-01-16,15
2015-10-12,40
2017-07-02,46
2017-04-30,12
2019-09-23,69
2019-01-18,130
2015-06-23,57
2018-07-12,20
2019-06-29,125
2019-09-23,102
2020-08-14,32
2018-11-12,43
2019-04-04,4
2016-10-14,5
2019-05-14,39
2021-04-21,80
2019-10-06,2
2020-07-02,20
2016-08-18,2
2018-03-14,64
2019-03-29,126
2017-05-02,4
2021-01-03,91
2019-11-14,65
2019-06-27,42
2015-04-07,1
2015-07-25,176
2015-12-28,2
2016-06-23,22
2017-06-11,71
2019-04-12,136
2015-03-14,66
2020-07-28,1
2019-09-14,80
2019-12-19,14
2015-03-19,2
2018-06-22,141
2019-11-13,35
2017-08-30,20
2017-08-25,14
2020-11-24,2
2016-10-05,39
2016-07-29,4
2018-02-11,106
2016-08-21,41
2019-04-02,101
2017-05-07,86
2015-07-22,108
2015-08-16,16
2016-06-23,4
2015-11-09,26
2020-06-20,22
2019-05-22,34
2018-07-24,8
2018-04-11,61
2021-02-11,82
2020-04-17,147
2015-06-08,104
2015-07-11,15
2018-01-21,33
2017-01-25,29
2019-03-30,61
2018-05-22,13
2017-03-22,10
2018-01-21,12
2017-03-12,16
2015-10-19,30
2016-11-07,45
2021-06-06,101
2018-06-26,69
2020-08-07,133
2017-06-01,41
2017-10-21,9
2016-10-09,34
2016-03-13,154
2016-06-19,11
2017-07-11,23
2018-10-30,20
2016-03-10,5
2015-04-17,46
2017-07-30,9
2015-10-13,72
2019-03-08,51
2020-12-08,3
2020-09-29,33
2015-02-01,117
2020-10-12,19
2020-06-26,83
2020-02-08,154
2015-01-07,175
2019-06-28,59
2017-03-31,25
2015-08-26,171
2017-11-12,20
2019-04-27,22
2018-11-15,36
2016-01-05,9
2019-04-12,69
2019-11-21,7
2020-01-24,143
2020-04-18,82
2016-08-21,27
2020-03-22,89
2020-01-19,61
2017-04-20,155
2016-01-18,40
2017-06-23,4
2017-08-04,22
2019-06-20,44
2019-04-03,76
2020-04-02,101
2017-05-17,192
2019-10-19,43
2018-09-27,53
2015-07-22,7
2020-03-21,59
2021-06-03,10
2021-06-26,33
2015-02-01,41
2020-09-06,125
2015-07-26,1
2019-12-06,20
2017-05-07,12
2017-05-19,18
2020-08-19,27
2015-10-27,10
2016-03-13,73
2019-04-12,10
2015-04-11,13
2016-12-10,25
2016-03-18,62
2017-05-06,104
2017-04-10,85
2016-03-30,70
2015-02-11,34
2019-09-04,23
2015-11-28,49
2018-11-02,131
2017-11-07,114
2015-07-30,54
2018-12-07,6
2017-05-27,10
2015-12-09,30
2015-12-09,1
2021-03-30,6
2020-02-11,2
2021-04-14,13
2019-08-14,127
2020-08-10,108
2015-07-04,51
2015-03-14,24
2019-03-26,122
2020-11-11,18
2020-04-04,3
2015-12-15,75
2015-07-07,8
2015-04-09,63
2015-11-13,4
2017-03-26,66
2016-09-24,7
2021-05-07,153
2016-08-28,30
2019-04-20,15
2019-02-21,25
2018-04-23,16
2019-04-25,18
2019-03-07,39
2020-07-14,13
2019-07-13,33
2019-12-08,5
2015-01-06,58
2019-03-28,33
2017-11-05,30
2017-04-07,27
2020-07-09,12
2019-06-12,19
2015-08-04,14
2018-03-25,15
2020-07-25,9
2020-05-08,25
2015-02-02,68
2015-05-24,22
2018-06-03,42
2018-06-04,6
2018-09-16,1
2019-12-26,63
2020-06-14,1
2019-12-16,47
2017-05-29,38
2016-02-25,96
2017-04-08,36
2020-12-28,8
2020-02-23,115
2016-05-18,16
2017-02-01,65
2019-07-13,35
2019-08-25,33
2018-12-12,121
2015-12-18,151
2015-10-22,21
2016-06-15,135
2021-06-18,111
2017-01-20,51
2015-11-03,12
2016-03-18,30
2015-08-11,11
2021-02-05,44
2020-05-31,38
2018-12-13,9
2016-12-09,79
2017-04-05,30
2020-09-30,100
2020-09-17,59
2019-09-08,111
2019-10-13,5
2021-05-31,63
2020-11-01,7
2017-09-30,106
2021-04-22,87
2015-01-03,158
2017-03-24,16
2020-05-03,87
2020-03-01,45
2017-02-18,36
2017-05-26,75
2017-01-19,49
2015-08-21,136
2019-04-12,100
2020-03-15,29
2017-08-30,149
2018-03-09,2
2016-11-18,40
2015-07-23,18
2019-04-11,6
2019-10-25,6
2018-08-12,10
2019-01-03,109
2020-03-12,148
2020-10-20,4
2016-03-17,67
2015-11-07,97
2017-12-15,44
2019-11-14,3
2017-09-23,6
2017-02-06,18
2018-01-07,80
2018-09-30,57
2019-11-22,8
2020-09-01,97
2015-02-06,112
2016-09-08,57
2021-02-17,5
2020-01-21,5
2016-03-07,60
2017-06-14,18
2021-04-16,118
2018-05-14,49
2015-01-05,76
2016-04-29,71
2020-11-26,38
2017-07-29,124
2018-02-16,26
2019-06-27,18
2019-05-22,40
2016-03-19,47
2018-09-08,95
2021-04-08,78
2016-05-05,110
2019-09-12,32
2020-02-01,42
2017-07-30,26
2018-03-17,2
2016-10-30,9
2018-01-19,155
2016-01-04,46
2016-05-11,63
2020-02-13,57
2019-06-07,10
2020-07-04,18
2021-03-18,109
2015-12-13,13
2019-01-01,62
2018-12-12,10
2018-08-22,124
2019-08-12,33
2018-06-02,13
2019-06-05,14
2020-06-10,4
2020-08-29,141
2016-03-07,5
2016-12-17,6
2018-07-09,4
2016-05-02,25
2019-09-20,128
2019-03-22,22
2021-05-27,49
2017-09-10,57
2015-10-31,144
2017-12-21,39
2021-01-09,121
2019-12-14,51
2020-06-30,14
2017-01-08,145
2019-01-17,4
2016-03-22,4
2019-07-18,121
2018-03-24,2
2020-04-29,9
2021-03-13,16
2021-06-02,74
2016-09-07,36
2019-01-06,9
2021-04-13,39
2021-05-23,84
2016-08-07,21
2015-06-05,78
2016-11-20,23
2016-07-20,16
2015-10-04,29
2016-06-10,29
2015-01-04,41
2016-07-31,4
2017-04-23,105
2020-08-12,23
2016-01-10,36
2019-01-15,40
2019-09-26,107
2017-06-11,56
2018-03-04,86
2021-05-30,18
2016-12-08,38
2020-12-07,124
2017-04-26,36
2020-11-24,2
2016-10-08,68
2021-04-25,9
2020-02-20,103
2016-09-22,53
2016-02-16,128
2015-10-21,23
2020-07-25,74
2020-11-28,34
2016-08-09,15
2019-07-25,2
2018-10-16,39
2018-06-01,64
2015-03-09,46
2020-11-26,73
2018-01-25,8
2016-07-06,28
2017-07-16,44
2017-05-26,11
2021-05-03,28
2015-02-04,52
2018-05-28,107
2016-06-09,5
2018-05-18,3
2018-02-22,23
2021-02-04,39
2016-12-17,25
2019-01-31,1
2018-09-22,5
2019-02-20,35
2019-01-20,95
2020-03-06,94
2020-12-29,72
2015-02-22,141
2015-04-02,18
2017-07-19,173
2018-04-05,1
2016-12-16,74
2021-05-10,36
2017-07-26,7
2018-08-18,43
2016-01-20,48
2015-11-15,11
2015-09-11,68
2019-06-04,30
2020-04-06,1
2017-08-08,5
2016-11-14,12
2016-12-21,19
2015-02-01,85
2019-03-23,40
2021-02-08,28
2016-09-05,166
2018-01-01,38
2015-09-25,2
2017-05-06,134
2019-11-25,25
2018-02-18,131
2016-11-05,1
2018-02-07,9
2016-01-27,3
2018-11-24,112
2015-01-31,1
2015-06-13,31
2019-03-02,83
2017-03-10,54
2021-04-04,4
2018-12-25,165
2018-07-13,56
2018-04-08,60
2020-06-17,6
2015-12-24,1
2020-04-14,124
2017-02-17,6
2017-04-20,44
2017-07-29,136
2017-06-05,15
2018-09-10,44
2019-05-21,18
2018-03-10,113
2016-09-11,94
2015-03-23,28
2017-07-21,70
2019-10-18,27
2015-11-11,38
2020-06-06,52
2019-10-07,34
2020-08-20,72
2020-05-11,35
2019-12-19,65
2015-05-26,35
2019-03-30,99
2017-08-22,63
2019-12-20,80
2017-12-03,34
2017-09-22,3
2019-08-05,161
2019-10-21,13
2015-06-28,94
2015-10-04,25
2018-10-25,146
2015-04-18,22
2015-02-09,67
2018-04-22,7
2016-07-07,65
2018-05-28,2
2018-04-30,52
2015-02-07,137
2018-10-07,2
2017-06-10,72
2017-03-14,177
2016-03-28,15
2018-10-17,153
2020-10-30,13
2019-03-01,166
2019-07-18,13
2017-01-10,12
2019-10-18,90
2021-05-23,46
2018-08-22,102
2019-08-18,21
2021-05-08,106
2020-10-14,87
2020-07-20,39
2020-03-16,164
2017-12-12,5
2018-05-09,13
2019-12-18,14
2018-05-01,123
2018-11-25,28
2015-10-04,2
2016-11-01,6
2020-04-22,92
2015-01-08,25
2018-08-17,127
2016-09-19,4
2015-08-03,152
2020-11-22,105
2017-06-18,6
2017-04-18,2
2017-06-09,173
2019-07-24,1
2017-08-13,9
2015-10-01,17
2020-09-05,12
2017-01-04,10
2019-04-28,29
2015-03-17,28
2021-06-23,10
2017-02-14,85
2020-10-25,102
2018-03-03,47
2020-05-06,4
2018-08-11,40
2018-05-30,7
2017-10-23,45
2019-01-18,18
2020-08-21,9
2015-11-14,18
2019-11-21,36
2015-09-04,29
2015-11-04,56
2020-02-24,7
2016-06-15,82
2018-12-21,56
2018-02-07,119
2016-04-06,15
2015-01-15,21
2017-08-12,88
2018-07-21,14
2018-04-25,139
2019-07-20,11
2016-09-04,61
2020-08-05,4
2018-05-13,52
2015-01-22,36
2020-10-09,45
2018-10-04,45
2020-02-04,3
2016-10-04,13
2018-06-20,139
2020-03-07,83
2016-03-13,63
2016-05-06,63
2017-02-26,84
2019-08-03,11
2020-01-02,2
2015-12-09,91
2016-09-27,71
2016-11-19,63
2018-04-04,17
2015-02-15,6
2019-07-08,90
2019-04-09,5
2017-03-19,6
2017-10-11,141
2015-01-12,13
2021-01-06,85
2018-04-13,7
2021-05-23,53
2018-09-07,37
2020-02-06,44
2015-01-16,4
2018-07-20,112
2020-03-29,8
2018-03-20,11
2015-09-13,52
2017-07-19,85
2019-12-26,44
2021-05-07,22
2019-07-23,24
2019-10-19,21
2018-11-21,65
2018-09-23,35
2020-11-25,45
2021-01-21,83
2018-08-24,51
2017-06-07,119
2016-08-23,9
2017-05-30,87
2015-01-06,54
2015-10-07,78
2017-04-03,2
2019-08-14,37
2017-09-13,161
2015-07-14,14
2019-08-06,32
2017-03-25,22
2020-06-12,25
2021-03-17,126
2018-11-21,16
2020-09-08,49
2021-05-10,109
2015-04-15,181
2018-10-07,97
2021-03-17,112
2016-08-12,25
2016-07-21,27
2019-07-09,16
2017-01-14,85
2017-03-12,17
2019-05-30,21
2021-01-17,26
2015-05-18,16
2016-01-03,15
2015-06-24,112
2019-03-26,72
2020-10-08,11
2015-10-27,131
2017-08-15,24
2021-06-25,13
2018-03-08,95
2018-10-29,46
2019-09-09,110
2017-07-28,139
2020-03-07,11
2020-10-16,1
2018-08-02,35
2017-08-02,34
2015-11-26,43
2015-09-19,81
2019-05-01,49
2021-07-02,26
2020-08-19,129
2020-02-08,113
2016-03-06,12
2016-07-12,118
2017-02-04,42
2019-02-20,159
2015-09-11,13
2019-06-27,4
2020-06-03,48
2017-03-27,53
2018-06-02,6
2017-07-08,87
2017-08-16,19
2019-09-29,1
2020-12-02,12
2018-04-23,60
2020-06-30,5
2016-10-16,11
2018-02-26,55
2015-02-13,16
2018-05-27,80
2018-04-16,57
2019-07-24,3
2021-03-19,23
2017-06-19,61
2021-02-06,135
2016-07-30,48
2021-06-09,7
2017-07-06,48
2020-07-16,12
2019-06-22,39
2021-05-14,17
2017-11-29,30
2018-12-24,9
2019-10-14,29
2019-03-26,31
2020-11-03,46
2018-06-07,78
2016-05-10,27
2017-12-16,26
2019-01-24,91
2021-05-18,20
2021-05-01,84
2018-11-27,2
2020-12-20,90
2019-12-03,47
2018-11-04,40
2016-09-26,101
2020-03-29,32
2016-12-13,24
2017-05-09,33
2019-04-27,93
2018-05-26,6
2020-08-17,130
2020-07-27,17
2019-10-10,36
2016-05-30,2
2019-09-19,66
2018-04-30,137
2018-02-12,26
2016-01-27,39
2019-05-16,26
2015-03-01,23
2021-02-18,32
2017-02-13,63
2018-11-02,36
2015-05-21,6
2016-08-24,1
2018-12-26,1
2018-10-19,29
2017-11-04,99
2020-06-16,61
2017-04-11,1
2015-08-28,12
2015-07-15,46
2020-08-05,103
2017-08-06,15
2019-03-02,47
2016-10-23,125
2017-03-25,24
2019-08-21,94
2018-01-27,38
2019-05-01,61
2021-05-31,7
2020-08-29,48
2019-05-09,37
2017-12-28,49
2016-08-09,18
2019-04-16,50
2017-10-31,34
2018-06-01,28
2018-12-15,30
2016-11-06,15
2015-02-27,12
2017-08-21,147
2020-06-20,41
2016-07-09,122
2017-09-09,56
2020-06-27,182
2018-05-13,63
2015-05-07,108
2019-03-08,38
2018-05-03,31
2019-06-04,153
2020-06-10,30
2017-02-14,44
2017-12-09,23
2021-06-05,42
2016-03-02,160
2019-01-26,27
2020-03-13,38
2019-07-29,15
2015-11-09,7
2019-04-30,100
2020-09-05,23
2015-02-17,25
2018-12-22,124
2015-09-12,1
2018-08-30,12
2020-11-23,38
2015-01-26,38
2018-06-10,5
2020-07-16,16
2016-10-23,85
2017-12-29,4
2017-12-22,129
2017-05-23,4
2017-06-21,92
2015-10-04,49
2016-02-13,34
2015-06-20,29
2019-05-02,15
2017-12-21,20
2015-01-09,172
2016-11-18,2
2015-01-29,71
2016-03-28,19
2015-07-25,151
2016-02-01,2
2015-01-11,146
2017-12-26,125
2020-03-01,70
2015-08-14,35
2016-08-27,11
2016-10-31,18
2015-10-30,15
2017-09-06,26
2020-09-19,2
2019-01-28,2
2015-06-24,65
2017-06-06,95
2015-01-18,89
2016-08-20,99
2018-11-23,1
2019-01-04,1
2016-05-12,93
2016-10-17,133
2019-07-11,42
2016-08-31,84
2018-12-25,9
2020-05-08,99
2016-08-09,95
2020-11-19,37
2017-02-26,51
2019-06-12,4
2016-09-11,87
2015-08-23,3
2018-12-01,108
2018-12-10,57
2016-02-04,121
2017-02-14,21
2016-08-10,3
2021-06-04,17
2018-11-17,32
2020-12-09,95
2015-11-17,30
2019-03-24,57
2021-02-09,85
2017-01-12,99
2018-08-19,180
2017-11-13,36
2018-01-17,65
2020-11-10,89
2018-06-22,2
2015-10-16,30
2018-03-29,124
2016-11-28,44
2015-08-15,24
2020-01-20,60
2015-11-15,21
2021-06-08,118
2015-01-19,42
2019-03-11,83
2016-07-15,102
2021-05-13,43
2021-01-23,18
2018-02-23,13
2017-10-15,141
2018-04-23,96
2019-03-13,2
2019-07-01,37
2016-10-05,63
2016-09-14,113
2016-07-02,14
2020-03-22,48
2017-07-05,46
2015-01-17,118
2016-01-13,2
2019-08-22,65
2020-03-02,78
2020-03-05,5
2020-05-21,57
2015-05-16,60
2018-04-20,74
2016-08-01,63
2019-04-17,17
2018-05-12,2
2020-10-12,11
2017-04-07,58
2016-11-13,63
2020-12-11,121
2019-11-02,12
2015-03-27,14
2017-10-14,27
2017-03-31,107
2021-03-04,147
2019-10-11,7
2018-11-27,40
2019-03-03,10
2016-10-17,63
2015-09-04,5
2021-05-31,79
2016-06-09,68
2019-12-01,13
2019-01-02,87
2016-12-01,2
2017-03-12,39
2016-09-03,38
2021-01-03,5
2021-04-06,175
2015-02-23,138
2015-11-12,30
2017-04-04,10
2019-03-30,29
2019-04-27,11
2017-10-19,6
2015-05-01,35
2017-04-21,63
2018-05-30,51
2021-02-09,15
2020-02-24,40
2018-08-10,76
2020-04-24,47
2016-06-12,18
2018-10-03,46
2020-10-12,43
2015-01-28,27
2015-04-13,3
2015-09-11,18
2020-07-29,3
2016-12-26,73
2018-08-24,118
